non_null_ratio,cardinality_ratio,numeric_ratio,date_ratio,avg_len,log_mean,cv,log_min,log_max,is_obj,is_int,is_float,nm_emb_0,nm_emb_1,nm_emb_2,nm_emb_3,nm_emb_4,nm_emb_5,nm_emb_6,nm_emb_7,nm_emb_8,nm_emb_9,nm_emb_10,nm_emb_11,nm_emb_12,nm_emb_13,nm_emb_14,nm_emb_15,nm_emb_16,nm_emb_17,nm_emb_18,nm_emb_19,nm_emb_20,nm_emb_21,nm_emb_22,nm_emb_23,nm_emb_24,nm_emb_25,nm_emb_26,nm_emb_27,nm_emb_28,nm_emb_29,nm_emb_30,nm_emb_31,nm_emb_32,nm_emb_33,nm_emb_34,nm_emb_35,nm_emb_36,nm_emb_37,nm_emb_38,nm_emb_39,nm_emb_40,nm_emb_41,nm_emb_42,nm_emb_43,nm_emb_44,nm_emb_45,nm_emb_46,nm_emb_47,nm_emb_48,nm_emb_49,nm_emb_50,nm_emb_51,nm_emb_52,nm_emb_53,nm_emb_54,nm_emb_55,nm_emb_56,nm_emb_57,nm_emb_58,nm_emb_59,nm_emb_60,nm_emb_61,nm_emb_62,nm_emb_63,nm_emb_64,nm_emb_65,nm_emb_66,nm_emb_67,nm_emb_68,nm_emb_69,nm_emb_70,nm_emb_71,nm_emb_72,nm_emb_73,nm_emb_74,nm_emb_75,nm_emb_76,nm_emb_77,nm_emb_78,nm_emb_79,nm_emb_80,nm_emb_81,nm_emb_82,nm_emb_83,nm_emb_84,nm_emb_85,nm_emb_86,nm_emb_87,nm_emb_88,nm_emb_89,nm_emb_90,nm_emb_91,nm_emb_92,nm_emb_93,nm_emb_94,nm_emb_95,nm_emb_96,nm_emb_97,nm_emb_98,nm_emb_99,nm_emb_100,nm_emb_101,nm_emb_102,nm_emb_103,nm_emb_104,nm_emb_105,nm_emb_106,nm_emb_107,nm_emb_108,nm_emb_109,nm_emb_110,nm_emb_111,nm_emb_112,nm_emb_113,nm_emb_114,nm_emb_115,nm_emb_116,nm_emb_117,nm_emb_118,nm_emb_119,nm_emb_120,nm_emb_121,nm_emb_122,nm_emb_123,nm_emb_124,nm_emb_125,nm_emb_126,nm_emb_127,nm_emb_128,nm_emb_129,nm_emb_130,nm_emb_131,nm_emb_132,nm_emb_133,nm_emb_134,nm_emb_135,nm_emb_136,nm_emb_137,nm_emb_138,nm_emb_139,nm_emb_140,nm_emb_141,nm_emb_142,nm_emb_143,nm_emb_144,nm_emb_145,nm_emb_146,nm_emb_147,nm_emb_148,nm_emb_149,target,nome_arquivo,nome_coluna
1.0,0.013333333333333334,0.0,0.0,8.596666666666666,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2511673034509991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19606718698116063,0.24516868604308056,0.26521147789413063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20754211302440576,0.26521147789413063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18202301253802908,0.0,0.0,0.17054808649478398,0.24516868604308056,0.24516868604308056,0.0,0.0,0.18865417643500063,0.23465466180787617,0.0,0.0,0.0,0.16882365407989017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20754211302440576,0.0,0.0,0.0,0.0,0.0,0.1671452120549758,0.0,0.2256482029646224,0.24516868604308056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24516868604308056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2577984673479707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21077040248156914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CATEGORICO_ORDINAL,candidatos_vagas.csv,escolaridade
1.0,0.006666666666666667,0.0,0.0,4.906666666666666,0.08923113372794268,3.1219825374537677,0.0,0.693359375,0,0,0,0.0,0.21137631085114217,0.2608561927665689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22238026159775542,0.0,0.0,0.2923961499679734,0.2923961499679734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18243243539050666,0.239056712969617,0.0,0.0,0.0,0.0,0.0,0.0,0.20645129747747049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2923961499679734,0.2923961499679734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21666646251589497,0.0,0.1759384713818534,0.0,0.0,0.0,0.0,0.2608561927665689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20184425514296425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18957683105419026,0.0,0.0,0.0,0.0,0.0,0.24291626805254665,0.28487505485353276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BOOLEANO,candidatos_vagas.csv,contratado
1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6077617092039392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5111275864703573,0.6077617092039392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ID,clientes_simples.csv,id
1.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38886984285786225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4642370045628776,0.0,0.0,0.0,0.5297619977144974,0.0,0.0,0.0,0.0,0.0,0.0,0.593815185632477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TEXTO_LIVRE,clientes_simples.csv,nome
0.8,1.0,0.0,0.0,14.95,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5199824465760624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.507563729199293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4857969308538699,0.0,0.0,0.0,0.0,0.0,0.4857969308538699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TEXTO_LIVRE,clientes_simples.csv,email
0.96,0.875,0.4166666666666667,0.0,12.75,24.7968007028422,0.5749151366820425,16.224456725889727,25.327435633942255,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ID,clientes_simples.csv,cpf
1.0,1.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.1919042592724292,0.22817207928961442,0.22817207928961442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17561696600959958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28174781884286937,0.1656267026324218,0.21703473412800448,0.22817207928961442,0.0,0.0,0.0,0.0,0.24162886030367872,0.0,0.0,0.0,0.17561696600959958,0.0,0.0,0.20753359329082255,0.224243092795577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1919042592724292,0.23235471944962155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26546052558003974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20753359329082255,0.2368260390576493,0.0,0.0,0.0,0.19670708051845867,0.0,0.1597309646104821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1721129543427844,0.2137104963044089,0.0,0.0,0.0,0.19924891331920336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DATA_HORA,clientes_simples.csv,data_nascimento
1.0,1.0,0.0,0.0,8.2,0.0,0.0,0.0,0.0,1,0,0,0.0,0.2283468199210964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2402342312844589,0.30039657187635166,0.32495430010853205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2875141076112159,0.0,0.0,0.0,0.20896657460611515,0.30039657187635166,0.30039657187635166,0.0,0.0,0.23115133007350075,0.2875141076112159,0.0,0.0,0.0,0.20685368819216451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20479715218622088,0.0,0.27647881022097953,0.30039657187635166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TEXTO_LIVRE,clientes_simples.csv,cidade
1.0,0.96,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.33469086457866054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26126767069039664,0.0,0.0,0.3435271659098694,0.3435271659098694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3435271659098694,0.3435271659098694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27655848627674606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2067046520788417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26856507941626856,0.326697457718183,0.0,0.0,0.2227279377698828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TEXTO_LIVRE,clientes_simples.csv,estado
1.0,0.96,0.72,0.0,6.64,8.650482054632882,0.5673198669347642,7.824445930877619,9.61587214452889,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31918251923334795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.300972923927065,0.0,0.0,0.0,0.0,0.31429372294307195,0.4016259714228629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3553519148032971,0.0,0.0,0.0,0.0,0.37127394514133977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23490862828378925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31918251923334795,0.0,0.0,0.0,0.0,0.0,0.3553519148032971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NUMERICO,clientes_simples.csv,salario
1.0,0.52,0.24,0.0,2.56,0.5108256237659907,0.7745966692414835,0.0,0.6931471805599453,1,0,0,0.6443477553194599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4227329082436243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4076850781495342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4898017308634885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BOOLEANO,clientes_simples.csv,ativo
1.0,0.16666666666666666,0.0,0.3933333333333333,3.8366666666666664,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2983970763149711,0.0,0.0,0.0,0.0,0.0,0.0,0.2712406357556602,0.2897724657702934,0.2897724657702934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28575002933186666,0.0,0.31858931841956556,0.0,0.3706539738567126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28575002933186666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24031576951028513,0.28575002933186666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2647743198223838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24031576951028513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ID,colheita_safra.csv,talhao_id
1.0,0.013333333333333334,0.0,0.0,4.516666666666667,0.0,0.0,0.0,0.0,1,0,0,0.0,0.35309486572766496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35743150652711764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33717198431850864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44458580704943085,0.0,0.44458580704943085,0.48843495705124274,0.0,0.0,0.0,0.0,CATEGORICO_NOMINAL,colheita_safra.csv,cultura
1.0,0.83,1.0,0.0,3.9166666666666665,1.9604515279183445,0.36654429866546745,1.1346227261911428,2.390595970316759,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20575831076642342,0.2589047847557003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2163169954676653,0.0,0.0,0.0,0.0,0.19140473574555067,0.23933860778891422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1664924760234361,0.23933860778891422,0.23933860778891422,0.0,0.0,0.18416800558935645,0.0,0.0,0.0,0.0,0.0,0.2090802653114711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16317052147838845,0.0,0.22028231916262417,0.23933860778891422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2516680545995061,0.0,0.0,0.22452132345445316,0.0,0.0,0.0,0.0,0.0,0.22028231916262417,0.2516680545995061,0.0,0.0,0.0,0.0,0.0,0.19960906373233853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18193353416641816,0.18889658372574228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2516680545995061,NUMERICO_CONTINUO,colheita_safra.csv,produtividade_ton
1.0,0.6533333333333333,1.0,0.0,4.0,3.2656703482769323,0.3364700550371426,2.3978952727983707,3.708682081410116,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30473416922377944,0.0,0.0,0.0,0.0,0.0,0.23788275988082133,0.2974562167706649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20692115867236116,0.2974562167706649,0.2974562167706649,0.0,0.0,0.2288887643280845,0.0,0.0,0.0,0.0,0.0,0.2598503655365447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2027925475787198,0.0,0.2737725680153192,0.2974562167706649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2908119667450049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18820343514673976,0.0,0.0,0.3127795724007283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NUMERICO_CONTINUO,colheita_safra.csv,umidade_solo
1.0,1.0,0.0,1.0,19.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.19507834788087006,0.23194603615947884,0.23194603615947884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23194603615947884,0.250898633993835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19747426128721932,0.17852166345286316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16836616152756223,0.22062447976389335,0.23194603615947884,0.0,0.0,0.0,0.0,0.0,0.1905330728291938,0.0,0.0,0.17852166345286316,0.0,0.0,0.21096619044541753,0.22795206438934218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25663097463308154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.250898633993835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2698512318281912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3499193911524587,0.21724525918250165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DATA_HORA,colheita_safra.csv,data_colheita
1.0,0.01,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22089521070914853,0.2762144415729036,0.0,0.0,0.0,0.0,0.2239130140937588,0.0,0.2496457995549392,0.2987952558198215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19214462186335787,0.2762144415729036,0.2762144415729036,0.0,0.0,0.21254348928244954,0.0,0.0,0.0,0.0,0.0,0.24129407812824022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18831084081120034,0.0,0.25422207615392756,0.2762144415729036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23036361154212318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17476355782887645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2829726649997183,0.0,0.2004963432900569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CATEGORICO_ORDINAL,colheita_safra.csv,qualidade_grao
